"uri","righteyex","righteyey","lefteyex","lefteyey"
"nd1/Spring2004/04312d141.jpg",1113,377,1238,380
"nd1/Spring2004/04312d142.jpg",1129,379,1255,376
"nd1/Spring2004/04906d00.jpg",795,948,1066,931
"nd1/Spring2004/04906d01.jpg",833,940,1110,926
"nd1/Spring2004/04906d02.jpg",870,937,1148,920
"nd1/Spring2004/04906d03.jpg",907,944,1183,931
"nd1/Spring2004/04906d04.jpg",1153,670,1295,659
"nd1/Spring2004/04906d05.jpg",1161,672,1299,661
"nd1/Spring2004/04470d325.jpg",509,1059,754,1045
"nd1/Spring2004/04470d326.jpg",492,1064,734,1047
"nd1/Spring2004/04470d327.jpg",569,1067,808,1050
"nd1/Spring2004/04470d328.jpg",551,1065,795,1049
"nd1/Spring2004/04470d329.jpg",1249,688,1369,683
"nd1/Spring2004/04470d330.jpg",1266,675,1388,665
"nd1/Spring2004/04813d68.jpg",713,1057,961,1046
"nd1/Spring2004/04813d69.jpg",722,1052,971,1038
"nd1/Spring2004/04813d70.jpg",735,1056,984,1037
"nd1/Spring2004/04813d71.jpg",724,1067,972,1037
"nd1/Spring2004/04813d72.jpg",1098,405,1230,402
"nd1/Spring2004/04813d73.jpg",1118,401,1248,400
"nd1/Spring2004/04615d106.jpg",681,872,962,870
"nd1/Spring2004/04615d107.jpg",674,865,961,865
"nd1/Spring2004/04615d108.jpg",687,859,967,860
"nd1/Spring2004/04615d109.jpg",702,861,986,863
"nd1/Spring2004/04615d110.jpg",1079,303,1225,302
"nd1/Spring2004/04615d111.jpg",1089,326,1234,319
"nd1/Spring2004/04908d06.jpg",546,973,809,977
"nd1/Spring2004/04908d07.jpg",574,978,836,980
"nd1/Spring2004/04908d08.jpg",564,983,825,989
"nd1/Spring2004/04908d09.jpg",586,980,847,985
"nd1/Spring2004/04908d10.jpg",1054,610,1187,612
"nd1/Spring2004/04908d11.jpg",1054,604,1186,606
"nd1/Spring2004/04872d06.jpg",651,928,907,919
"nd1/Spring2004/04872d07.jpg",683,939,934,926
"nd1/Spring2004/04872d08.jpg",650,957,899,947
"nd1/Spring2004/04872d09.jpg",654,954,904,942
"nd1/Spring2004/04872d10.jpg",1062,570,1192,572
"nd1/Spring2004/04872d11.jpg",1069,563,1196,568
"nd1/Spring2004/04347d325.jpg",671,495,927,486
"nd1/Spring2004/04347d326.jpg",660,500,918,484
"nd1/Spring2004/04347d327.jpg",704,519,962,508
"nd1/Spring2004/04347d328.jpg",638,508,897,488
"nd1/Spring2004/04347d329.jpg",1126,340,1262,342
"nd1/Spring2004/04347d330.jpg",1120,334,1255,341
"nd1/Spring2004/04887d06.jpg",714,515,950,530
"nd1/Spring2004/04887d07.jpg",680,519,919,531
"nd1/Spring2004/04887d08.jpg",725,511,959,519
"nd1/Spring2004/04887d09.jpg",692,521,932,530
"nd1/Spring2004/04887d10.jpg",1175,365,1292,368
"nd1/Spring2004/04887d11.jpg",1185,358,1305,364
"nd1/Spring2004/04605d263.jpg",697,736,948,733
"nd1/Spring2004/04605d264.jpg",718,761,971,760
"nd1/Spring2004/04605d265.jpg",675,770,927,767
"nd1/Spring2004/04605d266.jpg",732,774,985,771
"nd1/Spring2004/04605d267.jpg",1154,477,1281,472
"nd1/Spring2004/04605d268.jpg",1161,489,1290,487
"nd1/Spring2004/04929d18.jpg",719,845,967,836
"nd1/Spring2004/04929d19.jpg",678,858,923,845
"nd1/Spring2004/04929d20.jpg",673,860,916,847
"nd1/Spring2004/04929d21.jpg",669,867,914,852
"nd1/Spring2004/04929d22.jpg",1088,310,1214,304
"nd1/Spring2004/04929d23.jpg",1075,307,1201,304
"nd1/Spring2004/04758d89.jpg",647,561,890,589
"nd1/Spring2004/04758d90.jpg",652,561,888,597
"nd1/Spring2004/04758d91.jpg",624,547,862,588
"nd1/Spring2004/04758d92.jpg",773,670,1015,725
"nd1/Spring2004/04758d93.jpg",1169,818,1288,833
"nd1/Spring2004/04758d94.jpg",1185,835,1301,854
"nd1/Spring2004/04408d296.jpg",589,878,845,860
"nd1/Spring2004/04408d297.jpg",600,876,855,855
"nd1/Spring2004/04408d298.jpg",630,874,889,856
"nd1/Spring2004/04408d299.jpg",588,883,842,859
"nd1/Spring2004/04408d300.jpg",1124,610,1251,591
"nd1/Spring2004/04408d301.jpg",1106,616,1236,601
"nd1/Spring2004/04719d108.jpg",657,942,950,928
"nd1/Spring2004/04719d109.jpg",621,873,899,857
"nd1/Spring2004/04719d110.jpg",689,947,948,930
"nd1/Spring2004/04719d111.jpg",664,880,925,858
"nd1/Spring2004/04719d112.jpg",1159,818,1287,815
"nd1/Spring2004/04719d113.jpg",1155,807,1285,800
"nd1/Spring2004/04714d116.jpg",745,979,1001,963
"nd1/Spring2004/04714d117.jpg",710,1006,967,997
"nd1/Spring2004/04714d118.jpg",701,978,957,958
"nd1/Spring2004/04714d119.jpg",685,1010,944,998
"nd1/Spring2004/04714d120.jpg",1137,582,1267,575
"nd1/Spring2004/04714d121.jpg",1120,594,1247,590
"nd1/Spring2004/04553d246.jpg",777,680,1019,698
"nd1/Spring2004/04553d247.jpg",794,673,1034,702
"nd1/Spring2004/04553d248.jpg",790,695,1027,730
"nd1/Spring2004/04553d249.jpg",864,670,1107,699
"nd1/Spring2004/04553d250.jpg",1195,497,1313,494
"nd1/Spring2004/04553d251.jpg",1214,488,1335,495
"nd1/Spring2004/04370d255.jpg",739,683,1010,658
"nd1/Spring2004/04370d256.jpg",722,634,990,606
"nd1/Spring2004/04370d257.jpg",741,633,1008,611
"nd1/Spring2004/04370d258.jpg",728,640,998,607
"nd1/Spring2004/04370d259.jpg",1076,306,1213,288
"nd1/Spring2004/04370d260.jpg",1099,294,1236,278
"nd1/Spring2004/04300d236.jpg",620,574,875,580
"nd1/Spring2004/04300d237.jpg",680,581,933,586
"nd1/Spring2004/04300d238.jpg",626,576,878,587
"nd1/Spring2004/04300d239.jpg",653,568,904,578
"nd1/Spring2004/04300d240.jpg",1140,439,1270,449
"nd1/Spring2004/04300d241.jpg",1116,442,1245,445
"nd1/Spring2004/04202d476.jpg",756,707,1025,690
"nd1/Spring2004/04202d477.jpg",744,720,1013,696
"nd1/Spring2004/04202d478.jpg",772,734,1042,717
"nd1/Spring2004/04202d479.jpg",729,751,995,727
"nd1/Spring2004/04202d480.jpg",1203,537,1335,523
"nd1/Spring2004/04202d481.jpg",1214,530,1346,521
"nd1/Spring2004/04319d212.jpg",510,1099,804,1071
"nd1/Spring2004/04319d213.jpg",465,1105,756,1082
"nd1/Spring2004/04319d214.jpg",539,1118,830,1100
"nd1/Spring2004/04319d215.jpg",504,1113,798,1096
"nd1/Spring2004/04319d216.jpg",1233,623,1380,619
"nd1/Spring2004/04319d217.jpg",1206,631,1355,624
"nd1/Spring2004/04514d356.jpg",683,1261,939,1258
"nd1/Spring2004/04514d357.jpg",661,1263,919,1259
"nd1/Spring2004/04514d358.jpg",639,1265,893,1259
"nd1/Spring2004/04514d359.jpg",658,1263,915,1257
"nd1/Spring2004/04514d360.jpg",1044,722,1176,721
"nd1/Spring2004/04514d361.jpg",1025,717,1154,717
"nd1/Spring2004/04727d98.jpg",725,1037,981,1044
"nd1/Spring2004/04727d99.jpg",688,1003,931,1009
"nd1/Spring2004/04727d100.jpg",666,994,906,994
"nd1/Spring2004/04727d101.jpg",659,999,903,1001
"nd1/Spring2004/04727d102.jpg",1095,461,1220,462
"nd1/Spring2004/04727d103.jpg",1114,473,1241,473
"nd1/Spring2004/04284d31.jpg",933,779,1183,759
"nd1/Spring2004/04284d32.jpg",1008,772,1256,752
"nd1/Spring2004/04284d33.jpg",1002,767,1250,745
"nd1/Spring2004/04284d34.jpg",971,794,1217,777
"nd1/Spring2004/04284d35.jpg",1363,1000,1511,1001
"nd1/Spring2004/04284d36.jpg",1278,994,1426,982
"nd1/Spring2004/04344d267.jpg",596,968,880,963
"nd1/Spring2004/04344d268.jpg",602,975,875,971
"nd1/Spring2004/04344d269.jpg",600,960,874,959
"nd1/Spring2004/04344d270.jpg",603,973,881,974
"nd1/Spring2004/04344d271.jpg",970,338,1114,329
"nd1/Spring2004/04344d272.jpg",965,353,1109,351
"nd1/Spring2004/04273d270.jpg",876,993,1156,978
"nd1/Spring2004/04273d271.jpg",846,1001,1126,990
"nd1/Spring2004/04273d272.jpg",852,1003,1127,990
"nd1/Spring2004/04273d273.jpg",910,1013,1197,1000
"nd1/Spring2004/04273d274.jpg",1095,388,1234,383
"nd1/Spring2004/04273d275.jpg",1120,396,1265,388
"nd1/Spring2004/04925d06.jpg",713,754,973,742
"nd1/Spring2004/04925d07.jpg",721,762,986,753
"nd1/Spring2004/04925d08.jpg",757,745,1021,743
"nd1/Spring2004/04925d09.jpg",732,745,994,738
"nd1/Spring2004/04925d10.jpg",1005,476,1143,476
"nd1/Spring2004/04925d11.jpg",1002,476,1142,472
"nd1/Spring2004/04892d18.jpg",538,750,821,753
"nd1/Spring2004/04892d19.jpg",555,724,830,726
"nd1/Spring2004/04892d20.jpg",552,742,833,744
"nd1/Spring2004/04892d21.jpg",506,720,789,716
"nd1/Spring2004/04892d22.jpg",1013,540,1157,530
"nd1/Spring2004/04892d23.jpg",1030,524,1173,518
"nd1/Spring2004/04397d368.jpg",808,846,1075,833
"nd1/Spring2004/04397d369.jpg",794,857,1066,844
"nd1/Spring2004/04397d370.jpg",824,852,1091,834
"nd1/Spring2004/04397d371.jpg",787,877,1057,858
"nd1/Spring2004/04397d372.jpg",988,233,1127,227
"nd1/Spring2004/04397d373.jpg",1013,237,1150,226
"nd1/Spring2004/04895d06.jpg",771,897,1018,892
"nd1/Spring2004/04895d07.jpg",818,869,1068,869
"nd1/Spring2004/04895d08.jpg",743,871,986,871
"nd1/Spring2004/04895d09.jpg",792,864,1034,870
"nd1/Spring2004/04895d10.jpg",1172,406,1311,408
"nd1/Spring2004/04895d11.jpg",1115,412,1251,406
"nd1/Spring2004/04463d209.jpg",616,845,890,816
"nd1/Spring2004/04463d210.jpg",611,846,887,816
"nd1/Spring2004/04463d211.jpg",892,821,629,851
"nd1/Spring2004/04463d212.jpg",623,858,893,827
"nd1/Spring2004/04463d213.jpg",1037,477,1177,465
"nd1/Spring2004/04463d214.jpg",1028,499,1170,483
"nd1/Spring2004/04481d321.jpg",661,950,927,943
"nd1/Spring2004/04481d322.jpg",654,948,916,943
"nd1/Spring2004/04481d323.jpg",669,971,940,963
"nd1/Spring2004/04481d324.jpg",666,978,935,971
"nd1/Spring2004/04481d325.jpg",1066,650,1203,647
"nd1/Spring2004/04481d326.jpg",1094,654,1231,651
"nd1/Spring2004/04776d52.jpg",865,675,608,680
"nd1/Spring2004/04776d53.jpg",599,686,853,678
"nd1/Spring2004/04776d54.jpg",619,689,879,689
"nd1/Spring2004/04776d55.jpg",596,698,857,691
"nd1/Spring2004/04776d56.jpg",1039,499,1172,494
"nd1/Spring2004/04776d57.jpg",1016,509,1143,506
"nd1/Spring2004/04631d202.jpg",767,634,1012,629
"nd1/Spring2004/04631d203.jpg",765,640,1006,633
"nd1/Spring2004/04631d204.jpg",765,642,1009,636
"nd1/Spring2004/04631d205.jpg",776,636,1021,629
"nd1/Spring2004/04631d206.jpg",999,444,1133,436
"nd1/Spring2004/04631d207.jpg",976,440,1112,434
"nd1/Spring2004/04472d246.jpg",642,566,933,548
"nd1/Spring2004/04472d247.jpg",634,579,929,563
"nd1/Spring2004/04472d248.jpg",650,569,938,556
"nd1/Spring2004/04472d249.jpg",642,566,935,547
"nd1/Spring2004/04472d250.jpg",1036,391,1189,393
"nd1/Spring2004/04472d251.jpg",1021,404,1176,404
"nd1/Spring2004/04336d323.jpg",627,604,865,595
"nd1/Spring2004/04336d324.jpg",728,664,964,663
"nd1/Spring2004/04336d325.jpg",684,679,921,662
"nd1/Spring2004/04336d326.jpg",728,652,963,643
"nd1/Spring2004/04336d327.jpg",1033,513,1165,514
"nd1/Spring2004/04336d328.jpg",993,537,1124,536
"nd1/Spring2004/04903d06.jpg",751,848,1002,855
"nd1/Spring2004/04903d07.jpg",778,875,1025,881
"nd1/Spring2004/04903d08.jpg",801,874,1052,883
"nd1/Spring2004/04903d09.jpg",827,868,1069,878
"nd1/Spring2004/04903d10.jpg",1077,618,1205,619
"nd1/Spring2004/04903d11.jpg",1093,620,1221,622
"nd1/Spring2004/04928d18.jpg",891,559,633,570
"nd1/Spring2004/04928d19.jpg",642,565,900,553
"nd1/Spring2004/04928d20.jpg",622,571,884,558
"nd1/Spring2004/04928d21.jpg",602,577,859,563
"nd1/Spring2004/04928d22.jpg",1034,477,1165,470
"nd1/Spring2004/04928d23.jpg",1041,481,1173,475
"nd1/Spring2004/04703d66.jpg",771,700,1010,690
"nd1/Spring2004/04703d67.jpg",756,714,999,706
"nd1/Spring2004/04703d68.jpg",760,723,1004,715
"nd1/Spring2004/04703d69.jpg",741,717,985,706
"nd1/Spring2004/04703d70.jpg",1097,529,1222,524
"nd1/Spring2004/04703d71.jpg",1115,542,1241,540
"nd1/Spring2004/04560d300.jpg",641,664,922,652
"nd1/Spring2004/04560d301.jpg",657,660,933,670
"nd1/Spring2004/04560d302.jpg",612,676,889,689
"nd1/Spring2004/04560d303.jpg",627,678,892,695
"nd1/Spring2004/04560d304.jpg",1045,508,1195,519
"nd1/Spring2004/04560d305.jpg",1103,521,1257,516
"nd1/Spring2004/04765d82.jpg",771,1075,1017,1069
"nd1/Spring2004/04765d83.jpg",721,1082,967,1075
"nd1/Spring2004/04765d84.jpg",746,1069,993,1064
"nd1/Spring2004/04765d85.jpg",670,1122,917,1115
"nd1/Spring2004/04765d86.jpg",1068,762,1195,757
"nd1/Spring2004/04765d87.jpg",1031,746,1159,745
"nd1/Spring2004/04404d155.jpg",824,562,576,550
"nd1/Spring2004/04404d156.jpg",542,548,787,561
"nd1/Spring2004/04404d157.jpg",786,565,540,554
"nd1/Spring2004/04404d158.jpg",571,545,812,561
"nd1/Spring2004/04404d159.jpg",1106,536,1237,541
"nd1/Spring2004/04404d160.jpg",1113,534,1242,544
"nd1/Spring2004/04867d18.jpg",555,634,801,629
"nd1/Spring2004/04867d19.jpg",552,627,800,621
"nd1/Spring2004/04867d20.jpg",563,625,810,620
"nd1/Spring2004/04867d21.jpg",549,626,795,619
"nd1/Spring2004/04867d22.jpg",1007,584,1136,586
"nd1/Spring2004/04867d23.jpg",1013,581,1140,583
"nd1/Spring2004/04213d296.jpg",974,893,709,908
"nd1/Spring2004/04213d297.jpg",671,904,941,886
"nd1/Spring2004/04213d298.jpg",958,892,691,911
"nd1/Spring2004/04213d299.jpg",699,903,966,886
"nd1/Spring2004/04213d300.jpg",1085,569,1226,563
"nd1/Spring2004/04213d301.jpg",1077,566,1220,557
"nd1/Spring2004/04754d108.jpg",709,606,984,601
"nd1/Spring2004/04754d109.jpg",707,602,982,596
"nd1/Spring2004/04754d110.jpg",693,605,973,594
"nd1/Spring2004/04754d111.jpg",694,607,968,600
"nd1/Spring2004/04754d112.jpg",992,608,1140,608
"nd1/Spring2004/04754d113.jpg",1001,611,1146,610
"nd1/Spring2004/04488d314.jpg",901,580,638,595
"nd1/Spring2004/04488d315.jpg",640,596,896,581
"nd1/Spring2004/04488d316.jpg",875,584,615,600
"nd1/Spring2004/04488d317.jpg",623,611,879,603
"nd1/Spring2004/04488d318.jpg",1005,422,1138,412
"nd1/Spring2004/04488d319.jpg",1037,425,1170,421
"nd1/Spring2004/04451d275.jpg",835,765,571,772
"nd1/Spring2004/04451d276.jpg",588,760,851,758
"nd1/Spring2004/04451d277.jpg",870,764,608,766
"nd1/Spring2004/04451d278.jpg",588,765,847,763
"nd1/Spring2004/04451d279.jpg",1051,363,1188,359
"nd1/Spring2004/04451d280.jpg",1064,364,1201,364
"nd1/Spring2004/04429d367.jpg",944,683,691,686
"nd1/Spring2004/04429d368.jpg",713,693,970,689
"nd1/Spring2004/04429d369.jpg",968,683,706,686
"nd1/Spring2004/04429d370.jpg",703,695,962,693
"nd1/Spring2004/04429d371.jpg",1069,528,1217,531
"nd1/Spring2004/04429d372.jpg",1085,541,1231,542
"nd1/Spring2004/04768d96.jpg",878,457,596,462
"nd1/Spring2004/04768d97.jpg",615,476,900,471
"nd1/Spring2004/04768d98.jpg",879,456,600,462
"nd1/Spring2004/04768d99.jpg",617,478,898,471
"nd1/Spring2004/04768d100.jpg",1024,420,1166,420
"nd1/Spring2004/04768d101.jpg",1042,444,1188,442
"nd1/Spring2004/04832d112.jpg",900,766,622,770
"nd1/Spring2004/04832d113.jpg",555,777,830,772
"nd1/Spring2004/04832d114.jpg",924,795,643,801
"nd1/Spring2004/04832d115.jpg",627,802,907,795
"nd1/Spring2004/04832d116.jpg",1056,592,1210,590
"nd1/Spring2004/04832d117.jpg",1054,602,1201,597
"nd1/Spring2004/04747d48.jpg",917,960,654,975
"nd1/Spring2004/04747d49.jpg",651,982,909,976
"nd1/Spring2004/04747d50.jpg",907,975,647,982
"nd1/Spring2004/04747d51.jpg",657,982,929,975
"nd1/Spring2004/04747d52.jpg",920,902,1056,898
"nd1/Spring2004/04747d53.jpg",896,883,1033,879
"nd1/Spring2004/04874d06.jpg",979,1002,736,1003
"nd1/Spring2004/04874d07.jpg",776,980,1026,982
"nd1/Spring2004/04874d08.jpg",672,1011,918,1016
"nd1/Spring2004/04874d09.jpg",933,986,684,981
"nd1/Spring2004/04874d10.jpg",1120,886,1249,891
"nd1/Spring2004/04874d11.jpg",1136,891,1267,894
"nd1/Spring2004/04883d12.jpg",924,680,664,688
"nd1/Spring2004/04883d13.jpg",638,687,898,680
"nd1/Spring2004/04883d14.jpg",630,725,885,717
"nd1/Spring2004/04883d15.jpg",627,690,894,683
"nd1/Spring2004/04883d16.jpg",1180,1063,1319,1061
"nd1/Spring2004/04883d17.jpg",1164,1055,1303,1058
"nd1/Spring2004/04622d264.jpg",805,733,1055,745
"nd1/Spring2004/04622d265.jpg",825,738,1080,752
"nd1/Spring2004/04622d266.jpg",811,740,1066,752
"nd1/Spring2004/04622d267.jpg",806,737,1059,755
"nd1/Spring2004/04622d268.jpg",1152,819,1280,825
"nd1/Spring2004/04622d269.jpg",1160,823,1286,834
"nd1/Spring2004/04596d104.jpg",755,544,1012,523
"nd1/Spring2004/04596d105.jpg",754,536,1013,508
"nd1/Spring2004/04596d106.jpg",770,539,1031,512
"nd1/Spring2004/04596d107.jpg",801,531,1062,511
"nd1/Spring2004/04596d108.jpg",1103,959,1237,958
"nd1/Spring2004/04596d109.jpg",1098,969,1231,963
"nd1/Spring2004/04427d300.jpg",710,653,981,662
"nd1/Spring2004/04427d301.jpg",750,635,1017,643
"nd1/Spring2004/04427d302.jpg",748,637,1019,644
"nd1/Spring2004/04427d303.jpg",735,640,1003,646
"nd1/Spring2004/04427d304.jpg",1018,615,1159,620
"nd1/Spring2004/04427d305.jpg",999,630,1145,631
"nd1/Spring2004/04933d06.jpg",648,806,877,809
"nd1/Spring2004/04933d07.jpg",627,806,857,806
"nd1/Spring2004/04933d08.jpg",616,815,855,817
"nd1/Spring2004/04933d09.jpg",601,814,833,819
"nd1/Spring2004/04933d10.jpg",976,1106,1103,1105
"nd1/Spring2004/04933d11.jpg",1013,1103,1146,1101
"nd1/Spring2004/04239d410.jpg",551,1174,814,1154
"nd1/Spring2004/04239d411.jpg",631,1190,897,1182
"nd1/Spring2004/04239d412.jpg",553,1181,823,1171
"nd1/Spring2004/04239d413.jpg",593,1184,862,1175
"nd1/Spring2004/04239d414.jpg",1019,782,1158,774
"nd1/Spring2004/04239d415.jpg",1066,789,1202,782
"nd1/Spring2004/04569d306.jpg",684,1070,927,1066
"nd1/Spring2004/04569d307.jpg",664,1082,908,1079
"nd1/Spring2004/04569d308.jpg",681,1080,923,1078
"nd1/Spring2004/04569d309.jpg",673,1092,920,1089
"nd1/Spring2004/04569d310.jpg",1120,748,1249,750
"nd1/Spring2004/04569d311.jpg",1127,752,1259,750
"nd1/Spring2004/04880d06.jpg",658,1127,916,1109
"nd1/Spring2004/04880d07.jpg",596,1146,859,1122
"nd1/Spring2004/04880d08.jpg",613,1125,877,1100
"nd1/Spring2004/04880d09.jpg",597,1120,857,1095
"nd1/Spring2004/04880d10.jpg",1091,780,1218,777
"nd1/Spring2004/04880d11.jpg",1071,762,1200,746
"nd1/Spring2004/04748d35.jpg",864,1115,1129,1124
"nd1/Spring2004/04748d36.jpg",854,1108,1120,1119
"nd1/Spring2004/04748d37.jpg",896,1107,1161,1122
"nd1/Spring2004/04748d38.jpg",884,1109,1151,1118
"nd1/Spring2004/04748d39.jpg",1167,731,1299,742
"nd1/Spring2004/04748d40.jpg",1156,733,1291,743
"nd1/Spring2004/04744d74.jpg",819,1000,1082,992
"nd1/Spring2004/04744d75.jpg",782,1028,1043,1021
"nd1/Spring2004/04744d76.jpg",750,1039,1011,1032
"nd1/Spring2004/04744d77.jpg",762,1045,1019,1041
"nd1/Spring2004/04744d78.jpg",1043,1061,1181,1056
"nd1/Spring2004/04744d79.jpg",1067,1071,1205,1068
"nd1/Spring2004/04588d159.jpg",585,577,875,542
"nd1/Spring2004/04588d160.jpg",654,563,951,535
"nd1/Spring2004/04588d161.jpg",695,557,984,534
"nd1/Spring2004/04588d162.jpg",697,574,981,550
"nd1/Spring2004/04588d163.jpg",1053,588,1210,572
"nd1/Spring2004/04588d164.jpg",1090,576,1243,567
"nd1/Spring2004/04626d267.jpg",539,953,796,957
"nd1/Spring2004/04626d268.jpg",535,964,791,977
"nd1/Spring2004/04626d269.jpg",504,970,757,979
"nd1/Spring2004/04626d270.jpg",480,972,736,980
"nd1/Spring2004/04626d271.jpg",1103,775,1233,783
"nd1/Spring2004/04626d272.jpg",949,782,1077,785
"nd1/Spring2004/04221d465.jpg",696,1354,969,1348
"nd1/Spring2004/04221d466.jpg",690,1342,964,1337
"nd1/Spring2004/04221d467.jpg",702,1340,972,1338
"nd1/Spring2004/04221d468.jpg",668,1342,949,1337
"nd1/Spring2004/04221d469.jpg",1142,943,1289,943
"nd1/Spring2004/04221d470.jpg",1158,955,1310,955
"nd1/Spring2004/04885d18.jpg",869,674,1101,670
"nd1/Spring2004/04885d19.jpg",910,690,1139,698
"nd1/Spring2004/04885d20.jpg",890,679,1118,686
"nd1/Spring2004/04885d21.jpg",900,677,1126,688
"nd1/Spring2004/04885d22.jpg",1107,638,1233,638
"nd1/Spring2004/04885d23.jpg",1098,633,1224,637
"nd1/Spring2004/04682d152.jpg",564,965,806,960
"nd1/Spring2004/04682d153.jpg",607,946,847,942
"nd1/Spring2004/04682d154.jpg",555,940,796,930
"nd1/Spring2004/04682d155.jpg",583,966,819,960
"nd1/Spring2004/04682d156.jpg",1071,748,1195,746
"nd1/Spring2004/04682d157.jpg",1115,754,1240,751
"nd1/Spring2004/04556d341.jpg",681,714,977,694
"nd1/Spring2004/04556d342.jpg",673,719,966,695
"nd1/Spring2004/04556d343.jpg",671,714,963,693
"nd1/Spring2004/04556d344.jpg",643,725,923,702
"nd1/Spring2004/04556d345.jpg",1071,630,1221,622
"nd1/Spring2004/04556d346.jpg",1058,637,1211,626
"nd1/Spring2004/04687d125.jpg",564,650,817,635
"nd1/Spring2004/04687d126.jpg",560,649,813,640
"nd1/Spring2004/04687d127.jpg",553,669,809,666
"nd1/Spring2004/04687d128.jpg",557,654,808,656
"nd1/Spring2004/04687d129.jpg",1039,572,1180,569
"nd1/Spring2004/04687d130.jpg",1049,577,1187,581
"nd1/Spring2004/04816d14.jpg",731,776,1008,763
"nd1/Spring2004/04816d15.jpg",751,764,1035,754
"nd1/Spring2004/04816d16.jpg",729,788,1002,777
"nd1/Spring2004/04816d17.jpg",701,794,978,778
"nd1/Spring2004/04816d18.jpg",1075,664,1226,666
"nd1/Spring2004/04816d19.jpg",1077,669,1227,672
"nd1/Spring2004/04876d06.jpg",878,749,1128,757
"nd1/Spring2004/04876d07.jpg",877,753,1129,761
"nd1/Spring2004/04876d08.jpg",865,760,1115,767
"nd1/Spring2004/04876d09.jpg",857,746,1106,751
"nd1/Spring2004/04876d10.jpg",1110,794,1238,799
"nd1/Spring2004/04876d11.jpg",1111,801,1246,803
"nd1/Spring2004/04915d18.jpg",670,1198,931,1195
"nd1/Spring2004/04915d19.jpg",655,1203,916,1196
"nd1/Spring2004/04915d20.jpg",650,1204,912,1199
"nd1/Spring2004/04915d21.jpg",649,1214,906,1207
"nd1/Spring2004/04915d22.jpg",1100,408,1233,408
"nd1/Spring2004/04915d23.jpg",1105,421,1239,422
"nd1/Spring2004/04924d12.jpg",706,754,979,747
"nd1/Spring2004/04924d13.jpg",705,764,981,754
"nd1/Spring2004/04924d14.jpg",721,769,999,757
"nd1/Spring2004/04924d15.jpg",726,769,1000,754
"nd1/Spring2004/04924d16.jpg",1090,595,1233,591
"nd1/Spring2004/04924d17.jpg",1164,599,1307,597
"nd1/Spring2004/04810d64.jpg",633,803,905,785
"nd1/Spring2004/04810d65.jpg",621,753,887,751
"nd1/Spring2004/04810d66.jpg",607,757,881,747
"nd1/Spring2004/04810d67.jpg",624,753,888,741
"nd1/Spring2004/04810d68.jpg",977,824,1122,814
"nd1/Spring2004/04810d69.jpg",955,815,1095,807
"nd1/Spring2004/04495d345.jpg",507,1042,773,1015
"nd1/Spring2004/04495d346.jpg",465,1027,733,997
"nd1/Spring2004/04495d347.jpg",506,1035,775,1007
"nd1/Spring2004/04495d348.jpg",463,1026,729,990
"nd1/Spring2004/04495d349.jpg",997,944,1130,932
"nd1/Spring2004/04495d350.jpg",1025,936,1163,925
"nd1/Spring2004/04477d125.jpg",686,827,960,815
"nd1/Spring2004/04477d126.jpg",656,836,934,819
"nd1/Spring2004/04477d127.jpg",667,840,941,826
"nd1/Spring2004/04477d128.jpg",660,842,934,820
"nd1/Spring2004/04477d129.jpg",999,876,1153,875
"nd1/Spring2004/04477d130.jpg",1009,882,1163,880
"nd1/Spring2004/04633d216.jpg",701,792,983,787
"nd1/Spring2004/04633d217.jpg",682,818,965,808
"nd1/Spring2004/04633d218.jpg",712,829,998,815
"nd1/Spring2004/04633d219.jpg",688,837,973,818
"nd1/Spring2004/04633d220.jpg",1021,742,1162,736
"nd1/Spring2004/04633d221.jpg",1039,729,1181,722
"nd1/Spring2004/04760d98.jpg",680,755,946,751
"nd1/Spring2004/04760d99.jpg",682,756,950,757
"nd1/Spring2004/04760d100.jpg",700,749,968,728
"nd1/Spring2004/04760d101.jpg",701,743,972,740
"nd1/Spring2004/04760d102.jpg",1041,1116,1180,1113
"nd1/Spring2004/04760d103.jpg",1034,1108,1174,1110
"nd1/Spring2004/04763d92.jpg",622,1007,902,995
"nd1/Spring2004/04763d93.jpg",623,996,898,979
"nd1/Spring2004/04763d94.jpg",650,986,923,965
"nd1/Spring2004/04763d95.jpg",631,997,904,976
"nd1/Spring2004/04763d96.jpg",1087,784,1239,775
"nd1/Spring2004/04763d97.jpg",1086,793,1238,779
"nd1/Spring2004/04894d18.jpg",681,1081,942,1050
"nd1/Spring2004/04894d19.jpg",732,1060,997,1044
"nd1/Spring2004/04894d20.jpg",737,1064,1006,1047
"nd1/Spring2004/04894d21.jpg",757,1057,1028,1046
"nd1/Spring2004/04894d22.jpg",1146,847,1295,845
"nd1/Spring2004/04894d23.jpg",1132,857,1278,846
"nd1/Spring2004/04691d72.jpg",656,643,919,642
"nd1/Spring2004/04691d73.jpg",624,649,887,649
"nd1/Spring2004/04691d74.jpg",617,653,881,652
"nd1/Spring2004/04691d75.jpg",602,649,864,647
"nd1/Spring2004/04691d76.jpg",1067,871,1206,871
"nd1/Spring2004/04691d77.jpg",1074,882,1213,881
"nd1/Spring2004/04203d472.jpg",698,511,969,517
"nd1/Spring2004/04203d473.jpg",679,509,951,515
"nd1/Spring2004/04203d474.jpg",700,500,970,505
"nd1/Spring2004/04203d475.jpg",732,492,1001,500
